編號,證券代號,證券名稱,累計次數,注意交易資訊,日期,收盤價,本益比
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.06.29,8.66      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.06.18,8.97      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.06.17,9.01      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.06.16,9.03      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.06.15,8.84      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.06.12,8.97      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.06.11,9.14      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.06.10,9.31      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.06.09,9.40      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.06.08,9.54      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.06.05,9.38      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.06.04,9.31      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.06.03,9.39      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.06.02,9.09      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.06.01,9.17      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.29,9.17      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.28,9.16      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.27,9.32      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.26,9.37      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.25,9.32      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.22,9.40      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.21,9.64      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.20,9.60      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.19,9.64      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.18,9.65      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.15,9.44      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.14,9.30      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.13,9.48      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.12,9.37      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.11,9.47      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.08,8.90      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.07,8.72      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.06,8.76      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.05,8.76      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.05.04,8.56      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.30,8.69      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.29,8.03      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.28,7.75      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.27,7.88      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.24,8.00      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.23,8.04      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.22,7.44      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.21,8.17      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.20,8.45      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.17,8.60      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.16,8.50      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.15,8.64      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.13,8.26      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.10,9.60      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.09,9.85      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.08,9.43      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.07,10.14     ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.06,10.23     ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.04.01,10.23     ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.03.31,10.08     ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.03.30,9.79      ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.03.27,10.17     ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.03.26,10.33     ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.03.25,10.46     ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.03.24,10.36     ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.03.23,10.10     ,-----     
1,00642U,元大S&P石油,62,本公司監視業務督導會報決議﹝第十三款﹞,109.03.20,10.41     ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.08.20,1.05      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.08.19,1.37      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.08.18,1.39      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.08.17,1.40      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.08.14,1.42      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.08.13,1.42      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.08.12,1.39      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.08.11,1.42      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.08.10,1.40      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.08.07,1.38      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.08.06,1.46      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.08.05,1.44      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.08.04,1.39      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.08.03,1.32      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.31,1.39      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.30,1.42      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.29,1.44      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.28,1.45      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.27,1.56      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.24,1.62      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.23,1.68      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.22,1.65      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.21,1.41      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.20,1.39      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.17,1.51      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.16,1.58      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.15,1.58      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.14,1.63      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.13,1.73      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.10,1.82      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.09,1.90      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.08,1.80      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.07,1.85      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.06,1.86      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.03,1.92      ,-----     
2,00672L,元大S&P原油正2,112,本公司監視業務督導會報決議﹝第十三款﹞,109.07.02,1.88      ,-----     
